"insee_code";"name";"zip_code";"department_id"
"74027";"LA BALME-DE-THUY";"74230";24
"79172";"MAZIERES-EN-GATINE";"79310";78
"79345";"VERRUYES";"79310";78
"79005";"AIRVAULT";"79600";78
"37066";"CHEDIGNY";"37310";37
"55423";"REMBERCOURT-SOMMAISNE";"55250";38
"55447";"RUPT-AUX-NONAINS";"55170";38
"52491";"THONNANCE-LES-MOULINS";"52230";59
"67506";"VENDENHEIM";"67550";21
"67486";"SUNDHOUSE";"67920";21
"50449";"SAINT-AUBIN-DU-PERRON";"50490";43
"14445";"MONTFIQUET";"14490";15
"80010";"AILLY-SUR-NOYE";"80250";8
"60639";"TILLE";"60000";70
"60082";"BONNEUIL-LES-EAUX";"60120";70
"02240";"CROIX-FONSOMMES";"02110";42
"08475";"VILLERS-CERNAY";"08140";41
"55502";"STENAY";"55700";38
"59273";"GRAVELINES";"59820";9
"62105";"BELLE-ET-HOULLEFORT";"62142";57
"59616";"VIEUX-CONDE";"59690";9
"62638";"OISY-LE-VERGER";"62860";57
"49309";"SAINT-MICHEL-ET-CHANVEAUX";"49420";10
"72284";"SAINT-GERMAIN-SUR-SARTHE";"72130";7
"50257";"JOBOURG";"50440";43
"50594";"TEURTHEVILLE-HAGUE";"50690";43
"71540";"TORCY";"71210";1
"22127";"LEZARDRIEUX";"22740";28
"22204";"PLOEZAL";"22260";28
"22065";"GOUDELIN";"22290";28
"86073";"CHERVES";"86170";44
"86040";"LA BUSSIERE";"86310";44
"21555";"SAINT-JULIEN";"21490";2
"21674";"VEUXHAULLES-SUR-AUBE";"21520";2
"31455";"RIEUX-VOLVESTRE";"31310";35
"04106";"LURS";"04700";33
"83020";"LE BOURGUET";"83840";83
"27003";"ACQUIGNY";"27400";40
"88075";"LA BRESSE";"88250";58
"79339";"VASLES";"79340";78
"71410";"SAINT-ETIENNE-EN-BRESSE";"71370";1
"33261";"LUSSAC";"33570";13
"07247";"SAINT-JEAN-LE-CENTENIER";"07580";19
"33484";"SAINT-SYMPHORIEN";"33113";13
"69110";"LARAJASSE";"69590";25
"01129";"CRANS";"01320";29
"42013";"BELLEGARDE-EN-FOREZ";"42210";3
"23236";"SAINT-PRIEST-LA-PLAINE";"23240";11
"23133";"MONTBOUCHER";"23400";11
"28012";"ARROU";"28290";60
"50181";"FEUGERES";"50190";43
"78601";"SONCHAMP";"78120";89
"88486";"VAGNEY";"88120";58
"14655";"SAINT-PIERRE-TARENTAINE";"14350";15
"18225";"SAINT-MAUR";"18270";50
"04205";"SEYNE";"04140";33
"25601";"VERCEL-VILLEDIEU-LE-CAMP";"25530";46
"59046";"BAMBECQUE";"59470";9
"58240";"SAINT-FRANCHY";"58330";68
"26045";"LA BEGUDE-DE-MAZENC";"26160";52
"26369";"VERCLAUSE";"26510";52
"84118";"SAINT-SATURNIN-LES-APT";"84490";48
"23086";"FRANSECHES";"23480";11
"24294";"MONTPON-MENESTEROL";"24700";14
"17263";"NIEUL-LE-VIROUIL";"17150";51
"28134";"DREUX";"28100";60
"24328";"PIEGUT-PLUVIERS";"24360";14
"24107";"LA CHAPELLE-FAUCHER";"24530";14
"19061";"CORNIL";"19150";79
"24304";"NANTHEUIL";"24800";14
"55584";"WOIMBEY";"55300";38
"81209";"PONT-DE-LARN";"81660";63
"52094";"VALS-DES-TILLES";"52160";59
"24020";"LA BACHELLERIE";"24210";14
"12075";"CONNAC";"12170";49
"31145";"CINTEGABELLE";"31550";35
"21045";"BARBIREY-SUR-OUCHE";"21410";2
"39282";"LA LATETTE";"39250";30
"13002";"ALLAUCH";"13190";84
"26128";"EYGLUY-ESCOULIN";"26400";52
"85083";"L'EPINE";"85740";81
"31281";"LAUNAC";"31330";35
"35169";"MAXENT";"35380";91
"35331";"TALENSAC";"35160";91
"35297";"SAINT-MEEN-LE-GRAND";"35290";91
"44038";"CHAUVE";"44320";54
"73223";"SAINT-ANDRE";"73500";73
"64461";"PUYOO";"64270";6
"74188";"MONTRIOND";"74110";24
"86003";"ANCHE";"86700";44
"03180";"MONTBEUGNY";"03340";31
"49253";"LE PUY-NOTRE-DAME";"49260";10
"23090";"GENTIOUX-PIGEROLLES";"23340";11
"62335";"FILLIEVRES";"62770";57
"27377";"LYONS-LA-FORET";"27480";40
"48095";"MENDE";"48000";88
"48034";"LA CANOURGUE";"48500";88
"62706";"RICHEBOURG";"62136";57
"52250";"JOINVILLE";"52300";59
"71042";"BONNAY";"71460";1
"22043";"COETLOGON";"22210";28
"62257";"CREQUY";"62310";57
"64019";"AMOROTS-SUCCOS";"64120";6
"03072";"CHAZEMAIS";"03370";31
"03077";"CHIRAT-L'EGLISE";"03330";31
"01247";"MIJOUX";"01170";29
"77247";"LESCHEROLLES";"77320";17
"24051";"BOSSET";"24130";14
"65408";"SARRANCOLIN";"65410";5
"31478";"SAINT-FELIX-LAURAGAIS";"31540";35
"32170";"LABARTHETE";"32400";32
"67074";"CLEEBOURG";"67160";21
"14033";"AUVILLARS";"14340";15
"73139";"JARSY";"73630";73
"35319";"SAINT-THURIAL";"35310";91
"04204";"SENEZ";"04330";33
"85021";"LA BERNARDIERE";"85610";81
"42188";"ROCHE";"42600";3
"10034";"BAR-SUR-SEINE";"10110";53
"60115";"BULLES";"60130";70
"70214";"EQUEVILLEY";"70160";56
"22001";"ALLINEUC";"22460";28
"50158";"CUVES";"50670";43
"49103";"COMBREE";"49520";10
"72290";"SAINT-JEAN-D'ASSE";"72380";7
"07167";"LES OLLIERES-SUR-EYRIEUX";"07360";19
"30218";"ROCHEGUDE";"30430";76
"55029";"BAR-LE-DUC";"55000";38
"17099";"CHEPNIERS";"17210";51
"2A104";"ECCICA-SUARELLA";"20117";77
"68297";"SAINT-LOUIS";"68128";47
"77431";"SAINT-PIERRE-LES-NEMOURS";"77140";17
"29268";"SAINT-THONAN";"29800";74
"48152";"SAINT-FREZAL-DE-VENTALON";"48240";88
"61133";"COURTOMER";"61390";61
"14658";"SAINT-SEVER-CALVADOS";"14380";15
"35296";"SAINT-MEDARD-SUR-ILLE";"35250";91
"61420";"SAINTE-MARIE-LA-ROBERT";"61320";61
"17064";"BREUILLET";"17920";51
"11357";"SAINT-MARTIN-LE-VIEIL";"11170";4
"11081";"CAUNES-MINERVOIS";"11160";4
"13047";"ISTRES";"13118";84
"12292";"VERSOLS-ET-LAPEYRE";"12400";49
"12272";"SONNAC";"12700";49
"12189";"PRADINAS";"12240";49
"37272";"VILLANDRY";"37510";37
"41097";"GIEVRES";"41130";92
"37006";"ARTANNES-SUR-INDRE";"37260";37
"77030";"BELLOT";"77510";17
"52180";"DROYES";"52220";59
"52088";"CEFFONDS";"52220";59
"55059";"BONNET";"55130";38
"57628";"SARRALBE";"57430";39
"54230";"GOGNEY";"54450";18
"60481";"ORROUY";"60129";70
"60011";"AMY";"60310";70
"60313";"HERMES";"60370";70
"02238";"CREPY";"02870";42
"08190";"GIVET";"08600";41
"49221";"MOULIHERNE";"49390";10
"49049";"BRION";"49250";10
"53064";"CHATILLON-SUR-COLMONT";"53100";22
"53266";"TRANS";"53160";22
"53127";"LASSAY-LES-CHATEAUX";"53110";22
"49131";"EPIEDS";"49260";10
"50209";"GONNEVILLE";"50330";43
"71397";"SAINTE-CECILE";"71250";1
"22391";"YVIGNAC-LA-TOUR";"22350";28
"86264";"SOMMIERES-DU-CLAIN";"86160";44
"47057";"CASTILLONNES";"47330";69
"57006";"ACHEN";"57410";39
"57736";"VRY";"57640";39
"2B229";"PIETROSO";"20242";75
"39331";"MIGNOVILLARD";"39250";30
"24543";"SOURZAC";"24400";14
"24224";"LAMONZIE-MONTASTRUC";"24520";14
"53144";"MARCILLE-LA-VILLE";"53440";22
"63218";"MAYRES";"63220";87
"27378";"LA MADELEINE-DE-NONANCOURT";"27320";40
"12216";"SAINT-COME-D'OLT";"12500";49
"40276";"SAINT-MICHEL-ESCALUS";"40550";66
"63116";"COMBRONDE";"63460";87
"88098";"CHAUMOUSEY";"88390";58
"19001";"AFFIEUX";"19260";79
"45186";"LORCY";"45490";67
"12283";"TREMOUILLES";"12290";49
"83028";"CALLAS";"83830";83
"59089";"BOLLEZEELE";"59470";9
"04179";"SAINT-GENIEZ";"04200";33
"55496";"SORCY-SAINT-MARTIN";"55190";38
"58218";"PREMERY";"58700";68
"17415";"SAINTES";"17100";51
"21022";"ARGILLY";"21700";2
"54176";"EINVILLE-AU-JARD";"54370";18
"31474";"SAINT-CHRISTAUD";"31310";35
"21537";"SAFFRES";"21350";2
"31345";"MIREMONT";"31190";35
"33482";"SAINT-SULPICE-DE-POMMIERS";"33540";13
"31490";"SAINT-JORY";"31790";35
"33186";"GENSAC";"33890";13
"24067";"LE BUGUE";"24260";14
"24035";"BELVES";"24170";14
"87082";"LADIGNAC-LE-LONG";"87500";55
"19181";"SAINT-AUGUSTIN";"19390";79
"19180";"SAINT-ANGEL";"19200";79
"19092";"LE JARDIN";"19300";79
"63346";"SAINT-GENES-CHAMPESPE";"63850";87
"15227";"SERIERS";"15100";36
"31361";"MONTAUT";"31410";35
"88526";"WISEMBACH";"88520";58
"67322";"NEUWILLER-LES-SAVERNE";"67330";21
"07064";"LE CHEYLARD";"07160";19
"65213";"GUIZERIX";"65230";5
"19113";"LIGINIAC";"19160";79
"35220";"PIRE-SUR-SEICHE";"35150";91
"24269";"MIALET";"24450";14
"35266";"SAINT-ERBLON";"35230";91
"24243";"LISLE";"24350";14
"18185";"PRESLY";"18380";50
"89276";"NEUVY-SAUTOUR";"89570";16
"24309";"NEUVIC";"24190";14
"24082";"CARSAC-AILLAC";"24200";14
"35145";"LANGON";"35660";91
"18165";"NEUVY-SUR-BARANGEON";"18330";50
"52145";"COUBLANC";"52500";59
"21163";"CHAZEUIL";"21260";2
"86211";"ROMAGNE";"86700";44
"71542";"TOULON-SUR-ARROUX";"71320";1
"57461";"METAIRIES-SAINT-QUIRIN";"57560";39
"60241";"FONTAINE-CHAALIS";"60300";70
"62765";"SAINT-OMER";"62500";57
"52227";"GRAFFIGNY-CHEMIN";"52150";59
"35009";"BAGUER-MORVAN";"35120";91
"01348";"SAINT-DIDIER-SUR-CHALARONNE";"01140";29
"88238";"HENNEZEL";"88260";58
"48116";"LE PONT-DE-MONTVERT";"48220";88
"66165";"RODES";"66320";27
"85300";"VENANSAULT";"85190";81
"10095";"LE CHENE";"10700";53
"11076";"CASTELNAUDARY";"11400";4
"24161";"EGLISE-NEUVE-D'ISSAC";"24400";14
"24194";"GARDONNE";"24680";14
"44138";"PUCEUL";"44390";54
"33150";"DIEULIVOL";"33580";13
"41046";"CHAUMONT-SUR-THARONNE";"41600";92
"63184";"LACHAUX";"63290";87
"63334";"SAINT-DIER-D'AUVERGNE";"63520";87
"31451";"REVEL";"31250";35
"31220";"GIBEL";"31560";35
"21147";"CHARNY";"21350";2
"71282";"MARMAGNE";"71710";1
"17349";"SAINT-JEAN-DE-LIVERSAY";"17170";51
"22099";"LANFAINS";"22800";28
"80237";"DEMUIN";"80110";8
"27056";"BERNAY";"27300";40
"74191";"MORZINE";"74110";24
"76657";"SAINT-VIGOR-D'YMONVILLE";"76430";64
"42147";"MONTBRISON";"42600";3
"73126";"GRANIER";"73210";73
"36030";"BUXIERES-D'AILLAC";"36230";12
"36043";"CHASSIGNOLLES";"36400";12
"63407";"SAULZET-LE-FROID";"63970";87
"18005";"ALLOUIS";"18500";50
"70558";"LA VILLENEUVE-BELLENOYE-ET-LA-MAIZE";"70240";56
"68255";"PFAFFENHEIM";"68250";47
"68374";"WINTZENHEIM";"68920";47
"55293";"LION-DEVANT-DUN";"55110";38
"55461";"SAINT-LAURENT-SUR-OTHAIN";"55150";38
"82134";"NEGREPELISSE";"82800";80
"21497";"PONT-ET-MASSENE";"21140";2
"29208";"PLOURIN";"29830";74
"21011";"AMPILLY-LES-BORDES";"21450";2
"35113";"LA FONTENELLE";"35560";91
"50553";"SAINT-SENIER-DE-BEUVRON";"50240";43
"64313";"LANTABAT";"64640";6
"64066";"ASCARAT";"64220";6
"03097";"DENEUILLE-LES-MINES";"03170";31
"61028";"BAZOCHES-AU-HOULME";"61210";61
"61253";"MARMOUILLE";"61240";61
"61513";"YVRANDES";"61800";61
"51571";"VAL-DE-VESLE";"51360";20
"80212";"CORBIE";"80800";8
"2A211";"PETRETO-BICCHISANO";"20140";77
"2A357";"ZERUBIA";"20116";77
"2B171";"MURACCIOLE";"20219";75
"2A089";"CIAMANNACCE";"20134";77
"40312";"TARNOS";"40220";66
"32104";"CLERMONT-POUYGUILLES";"32300";32
"64316";"LARRAU";"64560";6
"31135";"CAZERES";"31220";35
"31170";"ESCANECRABE";"31350";35
"31005";"ALAN";"31420";35
"09164";"LESCURE";"09420";65
"31118";"CASTELNAU-D'ESTRETEFONDS";"31620";35
"34069";"CAZOULS-LES-BEZIERS";"34370";82
"34225";"PUISSERGUIER";"34620";82
"76351";"LE HAVRE";"76600";64
"46303";"SENAILLAC-LAUZES";"46360";45
"49100";"CIZAY-LA-MADELEINE";"49700";10
"86087";"CRAON";"86110";44
"86079";"LA ROCHE-RIGAULT";"86200";44
"36036";"CHALAIS";"36370";12
"37247";"SEPMES";"37800";37
"77433";"SAINTS";"77120";17
"77042";"BOISSY-LE-CHATEL";"77169";17
"51016";"ARRIGNY";"51290";20
"88121";"DAMAS-AUX-BOIS";"88330";58
"67239";"KINTZHEIM";"67600";21
"88276";"LUSSE";"88490";58
"50161";"LE DEZERT";"50620";43
"76540";"ROUEN";"76000";64
"08405";"SAUVILLE";"08390";41
"51544";"SOMMEPY-TAHURE";"51600";20
"08271";"MANRE";"08400";41
"55425";"REMOIVILLE";"55600";38
"54254";"HAUCOURT-MOULAINE";"54860";18
"54084";"MONT-BONVILLERS";"54111";18
"06140";"LE TIGNET";"06530";85
"44068";"GUENROUET";"44530";54
"53212";"SAINT-DENIS-DU-MAINE";"53170";22
"72100";"COURCELLES-LA-FORET";"72270";7
"72330";"SAVIGNE-SOUS-LE-LUDE";"72800";7
"50285";"MAGNEVILLE";"50260";43
"50480";"SAINT-GERMAIN-LE-GAILLARD";"50340";43
"50087";"BRIX";"50700";43
"71300";"LE MIROIR";"71480";1
"13033";"ENSUES-LA-REDONNE";"13820";84
"21006";"AISEY-SUR-SEINE";"21400";2
"46276";"SAINT-MARTIN-LABOUVAL";"46330";45
"09030";"AUZAT";"09220";65
"09086";"CAUMONT";"09160";65
"09204";"MONTESQUIEU-AVANTES";"09200";65
"58006";"ANLEZY";"58270";68
"04108";"MALIJAI";"04350";33
"16258";"PERIGNAC";"16250";26
"76727";"VATTEVILLE-LA-RUE";"76940";64
"46023";"BELFORT-DU-QUERCY";"46230";45
"82061";"FENEYROLS";"82140";80
"02128";"BRUYERES-ET-MONTBERAULT";"02860";42
"02237";"CRECY-SUR-SERRE";"02270";42
"02740";"THENAILLES";"02140";42
"25233";"FALLERANS";"25580";46
"81247";"SAINT-CIRGUE";"81340";63
"88415";"SAINT-ETIENNE-LES-REMIREMONT";"88200";58
"48009";"AUMONT-AUBRAC";"48130";88
"40098";"EYRES-MONCUBE";"40500";66
"40196";"MONTSOUE";"40500";66
"65147";"CIEUTAT";"65200";5
"84150";"VISAN";"84820";48
"50550";"SAINT-SAUVEUR-LENDELIN";"50490";43
"63320";"SAINT-AVIT";"63380";87
"72386";"YVRE-L'EVEQUE";"72530";7
"62361";"FREVENT";"62270";57
"34103";"FONTES";"34320";82
"77115";"CHEVRY-EN-SEREINE";"77710";17
"89408";"TANNERRE-EN-PUISAYE";"89350";16
"41110";"LANGON";"41320";92
"12073";"COMPS-LA-GRAND-VILLE";"12120";49
"46212";"ORNIAC";"46330";45
"46296";"SAINT-VINCENT-RIVE-D'OLT";"46140";45
"02815";"VILLERS-SAINT-CHRISTOPHE";"02590";42
"57044";"AZOUDANGE";"57810";39
"04199";"SAINT-VINCENT-SUR-JABRON";"04200";33
"85192";"ROCHETREJOUX";"85510";81
"06162";"LA BRIGUE";"06430";85
"40058";"CACHEN";"40120";66
"47090";"ESPIENS";"47600";69
"33046";"BERNOS-BEAULAC";"33430";13
"65158";"ESBAREICH";"65370";5
"17052";"BOISREDON";"17150";51
"31316";"MARIGNAC";"31440";35
"38397";"SAINT-ISMIER";"38330";23
"33242";"LES LEVES-ET-THOUMEYRAGUES";"33220";13
"24420";"SAINT-GERY";"24400";14
"24586";"VILLETOUREIX";"24600";14
"61292";"MONTSECRET";"61800";61
"19192";"SAINT-CHAMANT";"19380";79
"15117";"MARCOLES";"15220";36
"43134";"MEZERES";"43800";34
"85052";"LA CHAPELLE-ACHARD";"85150";81
"08457";"TOURNES";"08090";41
"14443";"MONTCHAUVET";"14350";15
"16073";"CHALAIS";"16210";26
"21418";"MOITRON";"21510";2
"21359";"LUCEY";"21290";2
"52274";"LATRECEY-ORMOY-SUR-AUBE";"52120";59
"85001";"L'AIGUILLON-SUR-MER";"85460";81
"28183";"GOMMERVILLE";"28310";60
"21304";"GRANCEY-LE-CHATEAU-NEUVELLE";"21580";2
"52348";"NEUILLY-L'EVEQUE";"52360";59
"39131";"LA CHAUX-DU-DOMBIEF";"39150";30
"27444";"LE NOYER-EN-OUCHE";"27410";40
"66043";"CASTEIL";"66820";27
"22143";"MATIGNON";"22550";28
"53091";"DESERTINES";"53190";22
"62758";"SAINT-MARTIN-BOULOGNE";"62280";57
"21345";"LERY";"21440";2
"23217";"SAINT-MARTIN-SAINTE-CATHERINE";"23430";11
"53188";"RENAZE";"53800";22
"71149";"COUCHES";"71490";1
"67392";"REIPERTSWILLER";"67340";21
"67537";"WINGEN";"67510";21
"67472";"SOUFFLENHEIM";"67620";21
"50646";"LE VRETOT";"50260";43
"69025";"BOURG-DE-THIZY";"69240";25
"01036";"BELMONT-LUTHEZIEU";"01260";29
"35177";"LA MEZIERE";"35520";91
"56114";"LOCMARIA";"56360";71
"52427";"ROBERT-MAGNY-LANEUVILLE-A-REMY";"52220";59
"88251";"JEANMENIL";"88700";58
"85265";"SAINT-PIERRE-LE-VIEUX";"85420";81
"14342";"ISIGNY-SUR-MER";"14230";15
"71079";"CHAMPAGNAT";"71480";1
"64324";"LASSEUBE";"64290";6
"66093";"LAROQUE-DES-ALBERES";"66740";27
"18237";"SAINTE-THORETTE";"18500";50
"21361";"LUX";"21120";2
"13062";"MIMET";"13105";84
"67179";"HAEGEN";"67700";21
"69214";"SAINT-JEAN-LA-BUSSIERE";"69550";25
"22201";"PLEVENON";"22240";28
"27251";"FONTAINE-L'ABBE";"27470";40
"74043";"BONS-EN-CHABLAIS";"74890";24
"38343";"ROMAGNIEU";"38480";23
"39286";"LAVANS-LES-SAINT-CLAUDE";"39170";30
"63423";"SUGERES";"63490";87
"01093";"CHATILLON-SUR-CHALARONNE";"01400";29
"14559";"SAINT-AUBIN-DES-BOIS";"14380";15
"43055";"CHANIAT";"43100";34
"50228";"HAMBYE";"50450";43
"38275";"SERRE-NERPOL";"38470";23
"14090";"BOULON";"14220";15
"15157";"QUEZAC";"15600";36
"14697";"L'OUDON";"14170";15
"61308";"NEUVY-AU-HOULME";"61210";61
"09011";"ANTRAS";"09800";65
"09032";"AX-LES-THERMES";"09110";65
"2B337";"VALLE-DI-ROSTINO";"20235";75
"32446";"TILLAC";"32170";32
"64453";"PONTACQ";"64530";6
"09107";"DUN";"09600";65
"31349";"MONDAVEZAN";"31220";35
"31362";"MONTBERAUD";"31220";35
"11102";"COUFFOULENS";"11250";4
"11053";"BRUGAIROLLES";"11300";4
"09039";"LA BASTIDE-DE-BOUSIGNAC";"09500";65
"34021";"BABEAU-BOULDOUX";"34360";82
"33271";"MARIONS";"33690";13
"46224";"PRADINES";"46090";45
"46304";"SENIERGUES";"46240";45
"37148";"MARIGNY-MARMANDE";"37120";37
"60432";"MORTEFONTAINE";"60128";70
"10281";"LE PAVILLON-SAINTE-JULIE";"10350";53
"77238";"JOUARRE";"77640";17
"52131";"CIRFONTAINES-EN-ORNOIS";"52230";59
"57630";"SARREBOURG";"57400";39
"67482";"STRASBOURG";"67000";21
"76255";"EU";"76260";64
"60658";"VAUCIENNES";"60117";70
"60454";"LA NEUVILLE-EN-HEZ";"60510";70
"60403";"MILLY-SUR-THERAIN";"60112";70
"08097";"CHALLERANGE";"08400";41
"55364";"MOUZAY";"55700";38
"55262";"JUVIGNY-SUR-LOISON";"55600";38
"05048";"L'EPINE";"05700";72
"84075";"METHAMIS";"84570";48
"06141";"TOUDON";"06830";85
"49180";"LONGUE-JUMELLES";"49160";10
"02555";"NOGENT-L'ARTAUD";"02310";42
"50567";"SAUSSEMESNIL";"50700";43
"50369";"NEGREVILLE";"50260";43
"46125";"GORSES";"46210";45
"27549";"SAINT-GERMAIN-VILLAGE";"27500";40
"82169";"SAINT-NICOLAS-DE-LA-GRAVE";"82210";80
"82121";"MONTAUBAN";"82000";80
"78530";"ROSAY";"78790";89
"80280";"ERCOURT";"80210";8
"88367";"RAMBERVILLERS";"88700";58
"63383";"SAINT-PIERRE-COLAMINE";"63610";87
"42103";"LA GRAND-CROIX";"42320";3
"70031";"ATHESANS-ETROITEFONTAINE";"70110";56
"61169";"FLERS";"61100";61
"2B286";"SORBO-OCAGNANO";"20213";75
"79137";"GRANZAY-GRIPT";"79360";78
"79055";"BRIEUIL-SUR-CHIZE";"79170";78
"28041";"BLANDAINVILLE";"28120";60
"49308";"SAINT-MELAINE-SUR-AUBANCE";"49610";10
"88227";"HAGNEVILLE-ET-RONCOURT";"88300";58
"48141";"MAS-SAINT-CHELY";"48210";88
"63004";"LES ANCIZES-COMPS";"63770";87
"23202";"SAINT-HILAIRE-LE-CHATEAU";"23250";11
"38539";"VERTRIEU";"38390";23
"58186";"MURLIN";"58700";68
"87100";"MONTROL-SENARD";"87330";55
"73063";"CEVINS";"73730";73
"14279";"FONTENERMONT";"14380";15
"02778";"VENDRESSE-BEAULNE";"02160";42
"32345";"LA ROMIEU";"32480";32
"77335";"CHAUCONIN-NEUFMONTIERS";"77124";17
"67446";"SCHILLERSDORF";"67340";21
"62801";"SOUCHEZ";"62153";57
"89379";"SAVIGNY-EN-TERRE-PLAINE";"89420";16
"46228";"PRUDHOMAT";"46130";45
"30294";"SAINT-PRIVAT-DES-VIEUX";"30340";76
"11137";"FELINES-TERMENES";"11330";4
"19068";"DAMPNIAT";"19360";79
"80325";"FONTAINE-LES-CAPPY";"80340";8
"31517";"SAINT-SULPICE-SUR-LEZE";"31410";35
"16365";"SAUVIGNAC";"16480";26
"47163";"MAUVEZIN-SUR-GUPIE";"47200";69
"46194";"MILHAC";"46300";45
"21618";"TALMAY";"21270";2
"12187";"PRADES-D'AUBRAC";"12470";49
"04167";"LA ROBINE-SUR-GALABRE";"04000";33
"56128";"MELRAND";"56310";71
"56131";"MESLAN";"56320";71
"76182";"CLIPONVILLE";"76640";64
"03277";"TARGET";"03140";31
"28269";"MORANCEZ";"28630";60
"87161";"SAINT-LEONARD-DE-NOBLAT";"87400";55
"32045";"BERDOUES";"32300";32
"12251";"SAINT-VICTOR-ET-MELVIEU";"12400";49
"01374";"SAINT-MARTIN-DU-MONT";"01160";29
"77524";"VIMPELLES";"77520";17
"16419";"VOUHARTE";"16330";26
"67155";"GERTWILLER";"67140";21
"50544";"SAINT-REMY-DES-LANDES";"50580";43
"60192";"CUY";"60310";70
"28108";"CORMAINVILLE";"28140";60
"48137";"SAINT-BAUZILE";"48000";88
"48092";"MARVEJOLS";"48100";88
"07315";"LA SOUCHE";"07380";19
"07275";"SAINT-MELANY";"07260";19
"65111";"BULAN";"65130";5
"04198";"SAINT-VINCENT-LES-FORTS";"04340";33
"17093";"LE CHATEAU-D'OLERON";"17480";51
"17026";"AUTHON-EBEON";"17770";51
"85015";"BEAUFOU";"85170";81
"32413";"SARCOS";"32420";32
"39449";"RAINANS";"39290";30
"52025";"AUDELONCOURT";"52240";59
"51574";"TOGNY-AUX-BOEUFS";"51240";20
"42032";"CELLIEU";"42320";3
"26175";"MARIGNAC-EN-DIOIS";"26150";52
"85165";"L'OIE";"85140";81
"81034";"BOISSEZON";"81490";63
"56033";"CARENTOIR";"56910";71
"49013";"AUVERSE";"49490";10
"85024";"BOIS-DE-CENE";"85710";81
"44178";"SAINT-MARS-DE-COUTAIS";"44680";54
"74222";"REYVROZ";"74200";24
"25553";"SOYE";"25250";46
"70304";"LINEXERT";"70200";56
"03004";"ANDELAROCHE";"03120";31
"06086";"MOULINET";"06380";85
"37109";"FONDETTES";"37230";37
"41098";"GOMBERGEAN";"41310";92
"28187";"GUAINVILLE";"28260";60
"29247";"SAINT-EVARZEC";"29170";74
"26339";"SAVASSE";"26740";52
"95633";"VAUDHERLAND";"95500";93
"31064";"BENQUE-DESSOUS-ET-DESSUS";"31110";35
"31133";"CAZEAUX-DE-LARBOUST";"31110";35
"34187";"OLARGUES";"34390";82
"11206";"LIMOUX";"11300";4
"11290";"PLAIGNE";"11420";4
"34229";"RIOLS";"34220";82
"27558";"SAINT-LEGER-DU-GENNETEY";"27520";40
"57764";"ZOUFFTGEN";"57330";39
"38549";"VILLARD-NOTRE-DAME";"38520";23
"81073";"CRESPINET";"81350";63
"04209";"SISTERON";"04200";33
"47152";"LOUGRATTE";"47290";69
"85034";"BOURNEZEAU";"85480";81
"76162";"LE CATELIER";"76590";64
"26038";"BEAUMONT-MONTEUX";"26600";52
"76106";"BOIS-D'ENNEBOURG";"76160";64
"71175";"DICONNE";"71330";1
"43186";"SAINT-FRONT";"43550";34
"62755";"SAINT-LEONARD";"62360";57
"03090";"COUZON";"03160";31
"23187";"SAINT-DIZIER-LA-TOUR";"23130";11
"23210";"SAINT-MAIXANT";"23200";11
"42155";"NERVIEUX";"42510";3
"42229";"SAINT-GERMAIN-LA-MONTAGNE";"42670";3
"39485";"SAINT-JULIEN";"39320";30
"15202";"SAINT-MARTIN-VALMEROUX";"15140";36
"35222";"PLEINE-FOUGERES";"35610";91
"65282";"LOUDENVIELLE";"65510";5
"65041";"ASQUE";"65130";5
"64366";"MASCARAAS-HARON";"64330";6
"08188";"GESPUNSART";"08700";41
"54270";"HUSSIGNY-GODBRANGE";"54590";18
"62221";"CHELERS";"62127";57
"35261";"SAINT-CHRISTOPHE-DE-VALAINS";"35140";91
"93027";"LA COURNEUVE";"93120";90
"88209";"GOLBEY";"88190";58
"95323";"JOUY-LE-MOUTIER";"95280";93
"65142";"CHELLE-DEBAT";"65350";5
"71166";"CUZY";"71320";1
"24160";"EGLISE-NEUVE-DE-VERGT";"24380";14
"81060";"CARMAUX";"81400";63
"78160";"CHEVREUSE";"78460";89
"05164";"SAVINES-LE-LAC";"05160";72
"11040";"BIZANET";"11200";4
"10120";"CUSSANGY";"10210";53
"49144";"FREIGNE";"49440";10
"44031";"LA CHAPELLE-GLAIN";"44670";54
"64288";"LABASTIDE-CEZERACQ";"64170";6
"79241";"SAINT-CHRISTOPHE-SUR-ROC";"79220";78
"14419";"LE MESNIL-EUDES";"14100";15
"86247";"SAINT-SAVIOL";"86400";44
"21557";"SAINT-MARC-SUR-SEINE";"21450";2
"62180";"BRIAS";"62130";57
"72311";"SAINT-PIERRE-DE-CHEVILLE";"72500";7
"69149";"OULLINS";"69600";25
"25467";"POUILLEY-LES-VIGNES";"25115";46
"50018";"ARGOUGES";"50240";43
"46242";"RUDELLE";"46120";45
"79218";"PRESSIGNY";"79390";78
"88437";"SAINT-VALLIER";"88270";58
"76264";"FLAMANVILLE";"76970";64
"45275";"SAINT-FIRMIN-DES-BOIS";"45220";67
"04163";"REVEST-DU-BION";"04150";33
"89096";"CHEMILLY-SUR-YONNE";"89250";16
"87115";"PENSOL";"87440";55
"12222";"SAINT-FELIX-DE-SORGUES";"12400";49
"21405";"MERCEUIL";"21190";2
"56052";"DAMGAN";"56750";71
"43058";"LA CHAPELLE-D'AUREC";"43120";34
